year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2 (GCP),consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
1993,South America,311712466.0,23.224,0.075,652.646,652.646,34.633,5.604,2447.877,-13.038,-0.53,7.856,2.095,69.289,0.222,668.62,671.516,2.146,613.937,17491.623,145260.703,2512.343,1322.408,2057.824,131794.562,10969.482,15.632,31.587,0.101,104.213,0.334,3.078,10.745,1795.231,5.762,798.746,2.562,206.312,0.662,420.092,1.348,0.014,4.241,4.206,2.868,8.828,0.814,4.426,1.994,9.427,0.542,14.81,2.263,19.728,3.688,0.623,13.511,2.589,36.093,4.558,1.962,8.95,0.03,0.059,0.092,0.003,3349.208,959.547,15.974,2.448
1994,South America,316983659.0,24.705,0.078,655.497,655.497,2.851,0.437,2999.425,551.548,22.532,9.466,2.069,72.209,0.228,672.898,676.229,2.124,638.642,18147.121,148260.125,2584.552,1341.91,2175.215,134138.484,11387.072,19.73,19.502,0.062,117.391,0.37,3.061,11.982,2343.928,7.398,818.557,2.582,209.516,0.661,417.591,1.318,0.013,4.098,4.191,2.851,10.385,0.844,4.416,2.016,9.445,0.547,14.517,2.29,19.903,3.713,0.724,6.197,2.89,39.799,4.514,1.894,8.986,0.031,0.06,0.094,0.003,3798.184,970.316,17.402,2.655
1995,South America,322239767.0,26.413,0.082,689.45,689.45,33.953,5.18,2888.531,-110.895,-3.697,8.968,2.14,75.181,0.233,715.753,719.364,2.222,665.055,18836.57,151148.656,2659.733,1362.453,2309.95,136337.578,11815.545,23.834,20.543,0.064,134.736,0.418,3.144,11.762,2199.08,6.827,833.055,2.585,213.078,0.661,428.472,1.33,0.013,4.104,4.236,2.93,9.973,0.854,4.409,2.039,9.454,0.553,14.236,2.328,20.068,3.738,0.808,6.295,3.194,40.481,4.589,1.836,9.02,0.031,0.061,0.096,0.004,3790.048,1013.141,26.303,3.815
1996,South America,327454410.0,28.549,0.087,719.745,719.745,30.295,4.394,2833.613,-54.917,-1.901,8.657,2.199,77.888,0.238,739.859,743.374,2.26,693.604,19556.314,153982.266,2737.621,1382.293,2459.754,138451.438,12254.962,28.082,19.839,0.061,149.804,0.458,3.212,11.492,2113.869,6.458,824.155,2.517,209.33,0.639,439.416,1.342,0.013,4.248,4.486,2.967,9.361,0.863,4.412,2.063,9.453,0.559,13.933,2.374,20.2,3.763,0.886,5.662,3.401,35.158,4.568,1.913,9.041,0.032,0.063,0.098,0.004,3763.25,1051.845,20.114,2.795
1997,South America,332642671.0,31.297,0.094,766.817,766.817,47.072,6.54,3085.653,252.039,8.895,9.28,2.306,82.138,0.247,805.257,809.109,2.422,724.901,20323.133,157067.922,2819.759,1405.09,2620.75,140770.281,12720.212,32.42,22.797,0.069,160.996,0.484,3.345,11.961,2318.836,6.974,843.356,2.535,212.69,0.639,465.25,1.399,0.013,4.338,4.725,3.142,9.701,0.915,4.424,2.09,9.457,0.565,13.677,2.426,20.319,3.792,0.955,6.462,3.642,31.308,4.765,1.939,9.067,0.032,0.064,0.1,0.004,3978.889,1112.537,38.44,5.013
1998,South America,337868223.0,32.436,0.096,791.004,791.004,24.187,3.154,3445.729,360.077,11.669,10.203,2.342,83.191,0.246,835.049,839.389,2.473,757.337,21114.137,160513.656,2902.95,1427.879,2773.661,143425.0,13215.749,36.561,22.789,0.067,152.911,0.453,3.401,12.528,2654.726,7.861,852.379,2.523,224.627,0.665,495.537,1.467,0.012,4.141,4.914,3.255,11.317,0.952,4.443,2.118,9.491,0.572,13.458,2.465,20.52,3.827,1.011,6.772,3.423,43.205,5.014,1.877,9.111,0.033,0.065,0.102,0.004,4232.773,1149.18,44.045,5.568
1999,South America,343039486.0,31.303,0.091,812.984,812.984,21.981,2.779,3371.023,-74.706,-2.168,9.831,2.371,79.341,0.231,780.259,784.784,2.276,788.64,21927.121,163884.672,2982.291,1450.482,2928.914,145983.047,13735.882,40.913,22.603,0.066,155.253,0.453,3.429,12.228,2558.039,7.46,861.063,2.51,226.127,0.659,520.133,1.517,0.013,4.352,4.519,3.271,10.925,0.895,4.446,2.146,9.517,0.577,13.259,2.501,20.708,3.864,1.067,6.85,3.365,42.613,5.132,1.985,9.15,0.033,0.067,0.104,0.004,4194.768,1176.388,-32.725,-4.025
2000,South America,348018740.0,31.027,0.089,812.434,812.433,-0.551,-0.068,3028.522,-342.5,-10.16,8.706,2.336,79.744,0.229,752.881,756.649,2.164,819.667,22739.555,166913.203,3062.035,1473.559,3095.553,148199.125,14242.82,45.921,23.077,0.066,166.639,0.479,3.401,11.547,2216.089,6.371,873.446,2.51,227.1,0.653,506.938,1.457,0.014,5.008,4.286,3.185,9.83,0.867,4.44,2.171,9.522,0.582,13.055,2.54,20.866,3.894,1.134,6.649,3.508,41.835,4.936,2.315,9.177,0.034,0.068,0.106,0.004,4018.413,1183.597,-59.552,-7.33
2001,South America,352811862.0,29.918,0.085,792.003,792.003,-20.431,-2.515,2846.767,-181.755,-6.001,8.073,2.246,73.258,0.208,740.904,745.047,2.101,849.584,23531.557,169759.969,3135.293,1496.817,3261.234,150253.891,14737.896,50.732,23.258,0.066,165.681,0.47,3.291,11.192,2054.765,5.827,888.562,2.519,232.84,0.66,495.076,1.404,0.014,4.811,3.95,3.081,9.342,0.791,4.421,2.193,9.519,0.586,12.878,2.575,21.014,3.919,1.19,6.929,3.456,43.12,4.784,2.255,9.2,0.034,0.069,0.108,0.004,3948.628,1160.987,-51.099,-6.452
2002,South America,357458484.0,27.623,0.077,819.945,819.945,27.943,3.528,3193.49,346.723,12.18,8.938,2.295,71.78,0.201,686.315,689.711,1.921,877.207,24351.502,172953.453,3207.073,1518.074,3441.661,152627.453,15251.8,55.688,21.257,0.059,180.426,0.505,3.329,11.96,2373.545,6.643,914.602,2.559,239.391,0.67,513.904,1.438,0.014,4.956,3.518,3.12,10.169,0.741,4.385,2.215,9.53,0.589,12.706,2.615,21.194,3.947,1.243,6.548,3.654,46.285,4.974,2.291,9.234,0.035,0.071,0.11,0.004,4275.085,1190.096,-133.63,-16.297
2003,South America,361970821.0,27.61,0.076,820.536,820.536,0.59,0.072,4602.396,1408.906,44.118,12.721,2.268,76.991,0.213,734.056,737.303,2.029,904.817,25172.037,177555.844,3284.064,1538.805,3627.151,156409.297,15756.448,60.752,20.732,0.057,185.49,0.513,3.32,14.635,3781.861,10.453,950.057,2.625,250.057,0.691,504.649,1.395,0.014,5.064,3.197,2.965,13.639,0.732,4.336,2.234,9.605,0.591,12.519,2.653,21.537,3.969,1.292,6.017,3.624,62.246,4.759,2.291,9.299,0.036,0.073,0.113,0.004,5297.497,1201.723,-86.48,-10.539
2004,South America,366372163.0,27.439,0.075,856.859,856.859,36.323,4.427,3757.052,-845.344,-18.367,10.26,2.34,77.18,0.211,765.417,768.692,2.09,932.256,26028.896,181312.906,3361.244,1558.966,3835.989,159309.5,16274.186,66.257,20.161,0.055,208.838,0.57,3.42,12.901,2900.193,7.92,981.979,2.68,261.076,0.713,517.736,1.414,0.015,5.505,3.04,2.993,11.038,0.71,4.282,2.253,9.631,0.594,12.339,2.701,21.775,3.989,1.343,5.885,3.952,53.668,4.707,2.377,9.34,0.036,0.074,0.115,0.004,4726.498,1252.934,-91.442,-10.672
2005,South America,370696354.0,30.41,0.082,881.497,881.497,24.638,2.875,3396.928,-360.124,-9.585,9.169,2.379,78.663,0.212,801.445,804.837,2.163,962.666,26910.395,184709.844,3439.907,1581.717,4040.302,161824.922,16814.189,71.613,22.751,0.061,204.313,0.551,3.441,12.064,2515.431,6.789,988.224,2.666,260.803,0.704,540.004,1.458,0.014,5.356,3.141,2.977,9.845,0.681,4.234,2.271,9.635,0.595,12.184,2.741,21.972,4.012,1.384,6.54,3.782,51.43,4.862,2.211,9.369,0.037,0.076,0.117,0.005,4472.142,1275.407,-80.052,-9.081
2006,South America,374925359.0,34.762,0.093,909.106,909.106,27.609,3.132,3254.653,-142.276,-4.188,8.686,2.426,80.219,0.214,831.436,834.652,2.219,997.428,27819.5,187964.484,3520.127,1602.798,4249.97,164170.469,17372.154,77.023,21.081,0.056,209.668,0.56,3.489,11.692,2345.546,6.26,989.369,2.639,259.419,0.692,557.966,1.489,0.014,5.41,3.292,2.968,9.051,0.658,4.192,2.288,9.624,0.597,12.024,2.778,22.13,4.037,1.419,6.066,3.773,43.989,4.973,2.139,9.385,0.038,0.077,0.119,0.005,4383.729,1308.083,-77.671,-8.544
2007,South America,379035649.0,36.155,0.095,943.891,943.891,34.784,3.826,2941.74,-312.912,-9.614,7.766,2.492,83.828,0.221,901.641,905.1,2.38,1033.583,28763.393,190906.234,3603.955,1624.575,4460.686,166168.312,17957.902,82.689,21.777,0.057,210.716,0.556,3.553,11.168,1997.85,5.274,990.891,2.614,278.315,0.734,585.749,1.546,0.015,5.666,3.188,2.993,8.142,0.656,4.146,2.306,9.597,0.598,11.882,2.81,22.261,4.067,1.454,6.344,3.658,43.483,5.205,2.182,9.393,0.038,0.078,0.121,0.005,4233.084,1346.671,-42.25,-4.476
2008,South America,383025005.0,38.344,0.1,987.699,987.699,43.808,4.641,2729.758,-211.983,-7.206,7.131,2.58,90.699,0.237,992.422,995.881,2.593,1071.927,29751.092,193635.984,3694.654,1647.953,4682.478,167910.375,18565.699,88.379,23.378,0.061,221.792,0.579,3.637,10.823,1742.059,4.551,992.227,2.591,269.98,0.705,607.796,1.588,0.015,5.69,3.337,3.079,7.387,0.687,4.111,2.325,9.557,0.6,11.764,2.844,22.349,4.1,1.486,6.984,3.742,35.696,5.426,2.189,9.394,0.039,0.08,0.123,0.005,4145.318,1392.881,4.723,0.478
2009,South America,386904373.0,38.052,0.098,961.25,961.25,-26.449,-2.678,2701.639,-28.119,-1.03,6.987,2.486,76.044,0.197,958.181,962.301,2.478,1109.979,30712.34,196337.625,3770.698,1676.029,4897.233,169650.766,19164.963,93.439,28.076,0.073,214.755,0.555,3.507,10.462,1740.388,4.501,985.262,2.547,259.34,0.67,599.263,1.55,0.013,5.06,3.219,3.048,7.338,0.583,4.072,2.343,9.517,0.6,11.689,2.873,22.423,4.133,1.509,8.498,3.713,33.0,5.469,2.073,9.391,0.039,0.081,0.125,0.005,4047.676,1356.701,-3.07,-0.319
2010,South America,390701115.0,40.34,0.103,1072.223,1072.223,110.973,11.545,2579.53,-122.109,-4.52,6.606,2.746,94.828,0.243,1079.552,1083.881,2.765,1150.319,31784.562,198917.156,3865.526,1701.277,5138.678,171158.078,19829.373,99.389,25.248,0.065,241.445,0.618,3.794,10.323,1507.307,3.86,1000.064,2.56,282.314,0.723,664.411,1.702,0.015,5.95,3.194,3.214,6.641,0.68,4.033,2.364,9.464,0.601,11.589,2.909,22.459,4.174,1.544,7.399,3.877,27.466,5.868,2.417,9.381,0.04,0.082,0.127,0.005,4033.188,1482.211,7.33,0.684
2011,South America,394477911.0,43.338,0.11,1089.016,1089.016,16.794,1.566,2703.276,123.746,4.797,6.857,2.762,105.668,0.268,1136.09,1141.095,2.882,1193.658,32873.578,201620.438,3971.194,1730.52,5382.982,172772.328,20489.5,105.726,29.243,0.074,244.304,0.62,3.808,10.469,1614.26,4.095,1000.097,2.535,277.989,0.705,660.126,1.674,0.016,6.337,3.189,3.156,6.795,0.717,3.995,2.384,9.415,0.604,11.507,2.94,22.515,4.212,1.575,8.139,3.81,30.583,5.81,2.304,9.365,0.04,0.084,0.129,0.005,4129.94,1502.307,47.074,4.323
2012,South America,398255314.0,46.479,0.117,1143.937,1143.937,54.92,5.043,2996.0,292.724,10.828,7.528,2.874,104.82,0.263,1154.608,1159.153,2.901,1240.137,34017.516,204616.438,4076.014,1765.494,5645.321,174624.391,21178.422,112.129,34.973,0.088,262.339,0.659,3.93,10.978,1852.063,4.653,1011.486,2.54,280.09,0.703,688.921,1.731,0.016,6.403,3.332,3.268,7.37,0.703,3.965,2.406,9.377,0.606,11.452,2.977,22.59,4.253,1.604,9.275,4.005,32.769,5.994,2.314,9.353,0.041,0.085,0.131,0.005,4371.863,1565.259,10.671,0.933
2013,South America,402022549.0,49.248,0.123,1208.386,1208.385,64.449,5.634,2886.764,-109.236,-3.646,7.185,3.008,117.821,0.293,1230.328,1235.621,3.062,1289.385,35225.902,207503.203,4193.834,1804.364,5911.853,176302.766,21907.852,118.615,38.87,0.097,266.531,0.663,4.075,10.475,1678.379,4.178,1016.938,2.53,281.167,0.699,729.429,1.816,0.016,6.486,3.386,3.423,7.142,0.785,3.939,2.431,9.336,0.61,11.419,3.013,22.657,4.3,1.628,10.089,4.046,32.805,6.3,2.202,9.337,0.042,0.086,0.133,0.006,4211.308,1638.111,21.942,1.816
2014,South America,405812430.0,49.797,0.123,1224.246,1224.246,15.86,1.313,2938.778,52.014,1.802,7.246,3.019,120.818,0.298,1292.885,1298.412,3.188,1339.182,36450.148,210441.984,4314.653,1846.156,6190.689,178017.297,22634.574,124.893,41.791,0.103,278.837,0.688,4.092,10.39,1714.532,4.228,1026.706,2.53,287.969,0.71,726.724,1.792,0.015,6.278,3.314,3.453,7.195,0.804,3.912,2.455,9.297,0.614,11.405,3.052,22.72,4.344,1.646,10.807,4.205,31.773,6.261,2.056,9.318,0.042,0.088,0.135,0.006,4216.43,1660.469,68.639,5.607
2015,South America,409619968.0,48.401,0.118,1195.139,1195.139,-29.107,-2.378,2774.305,-164.473,-5.597,6.777,2.92,125.071,0.306,1183.693,1188.99,2.892,1387.583,37645.289,213216.281,4439.724,1886.666,6470.164,179596.469,23329.863,131.285,40.51,0.099,279.474,0.683,3.995,9.966,1579.166,3.858,1032.154,2.52,284.612,0.695,695.29,1.699,0.016,6.392,3.335,3.376,6.777,0.853,3.889,2.477,9.253,0.619,11.385,3.087,22.761,4.378,1.663,10.549,4.13,28.548,5.877,2.105,9.296,0.043,0.089,0.137,0.006,4082.171,1636.355,-11.446,-0.958
2016,South America,413395033.0,43.96,0.106,1146.174,1146.174,-48.965,-4.097,2565.149,-209.156,-7.539,6.209,2.774,118.308,0.286,1085.653,1092.199,2.628,1431.543,38791.457,215781.422,4558.031,1925.974,6745.112,181015.438,23993.123,137.677,39.308,0.095,274.948,0.666,3.843,9.406,1418.975,3.435,1038.548,2.512,287.537,0.696,663.258,1.605,0.015,6.392,2.95,3.236,6.441,0.825,3.851,2.494,9.205,0.623,11.365,3.115,22.813,4.403,1.68,10.509,3.955,32.204,5.544,2.127,9.274,0.043,0.09,0.139,0.006,3888.559,1588.572,-60.521,-5.28
2017,South America,417045358.0,41.578,0.1,1130.036,1130.036,-16.137,-1.408,2537.01,-28.138,-1.097,6.087,2.711,117.379,0.282,1093.211,1098.963,2.623,1473.121,39921.496,218318.438,4675.41,1960.921,7017.545,182422.422,24650.43,144.069,34.946,0.084,272.433,0.654,3.775,9.299,1406.974,3.376,1041.59,2.498,299.397,0.718,657.309,1.577,0.015,6.392,2.754,3.14,6.308,0.809,3.808,2.509,9.156,0.627,11.313,3.137,22.869,4.425,1.696,9.024,3.822,33.254,5.41,2.111,9.247,0.044,0.091,0.141,0.006,3878.23,1574.333,-36.825,-3.259
2018,South America,420440406.0,40.566,0.097,1077.71,1077.71,-52.327,-4.631,2496.738,-40.273,-1.587,5.942,2.565,113.939,0.271,1001.92,972.697,2.385,1513.687,40999.207,220815.172,4789.349,1998.375,7281.433,183841.453,25265.902,150.461,37.454,0.089,263.888,0.628,3.617,9.031,1419.028,3.377,1036.531,2.465,292.207,0.695,615.47,1.465,0.015,6.392,2.61,2.934,6.153,0.773,3.762,2.518,9.106,0.63,11.265,3.15,22.936,4.438,1.71,9.2,3.533,36.909,5.025,2.108,9.214,0.044,0.092,0.143,0.006,3796.923,1520.603,-75.79,-7.033
2019,South America,423548289.0,41.06,0.097,1084.626,1084.626,6.916,0.642,2546.332,49.594,1.986,6.016,2.563,116.113,0.274,1010.176,1017.331,2.387,1554.747,42083.832,223361.5,4905.462,2038.532,7540.098,185303.156,25888.139,156.853,40.157,0.095,258.665,0.611,3.606,9.002,1461.706,3.453,1044.163,2.465,304.532,0.719,622.239,1.47,0.015,6.392,2.53,2.923,6.227,0.79,3.714,2.527,9.058,0.633,11.216,3.158,23.01,4.45,1.723,9.226,3.388,38.601,5.013,2.094,9.181,0.045,0.093,0.144,0.006,3812.943,1527.522,-74.449,-6.864
2020,South America,426213551.0,41.313,0.097,979.441,979.441,-105.185,-9.698,2478.592,-67.74,-2.66,5.819,2.3,103.484,0.243,967.246,973.737,2.271,1596.06,43063.27,225840.109,5008.946,2077.654,7769.87,186802.312,26447.5,163.245,39.122,0.092,229.772,0.539,3.312,8.805,1499.151,3.52,1044.662,2.451,315.724,0.741,559.359,1.313,0.015,6.392,2.522,2.788,6.427,0.725,3.669,2.533,9.017,0.634,11.184,3.154,23.097,4.462,1.737,9.755,3.037,43.593,5.103,2.166,9.153,0.045,0.094,0.146,0.007,3752.928,1411.788,-12.195,-1.245
2021,South America,428331420.0,46.898,0.11,1079.731,1079.731,100.29,10.24,2816.267,337.675,13.624,6.58,2.523,110.544,0.258,1049.645,1056.852,2.452,1642.957,44143.004,228656.359,5119.491,2116.258,8027.332,188538.844,27067.33,169.637,38.604,0.09,257.462,0.601,3.541,9.297,1736.536,4.057,1055.168,2.463,322.148,0.752,619.832,1.448,0.015,6.392,2.765,2.919,6.946,0.73,3.635,2.541,8.984,0.636,11.149,3.157,23.21,4.48,1.749,9.522,3.25,48.878,5.375,2.12,9.125,0.046,0.096,0.148,0.007,3982.018,1516.688,-30.086,-2.786
2022,South America,430492814.0,47.104,0.109,1096.153,1096.153,16.422,1.521,2660.583,-155.684,-5.528,6.185,2.548,93.717,0.218,1068.867,1075.9,2.485,1690.062,45239.156,231316.953,5213.207,2155.576,8272.577,190103.266,27731.705,176.029,39.319,0.091,245.246,0.57,3.572,9.041,1564.43,3.637,1059.345,2.461,326.465,0.758,664.375,1.544,0.015,6.392,2.942,2.939,6.515,0.617,3.611,2.549,8.945,0.636,11.12,3.155,23.301,4.501,1.76,9.756,3.107,44.18,5.578,2.121,9.089,0.046,0.097,0.149,0.007,3892.277,1537.734,-27.286,-2.489
